Date,Rainfall (mm),temp_max (‚Å∞C),humidity_min (%),Humidity_max (%),wind_speed_min (Kmph),wind_speed_max (Kmph)
2018-12-16,0.0,29.59375,40.96875,88.40625,0.093333333,6.186666667
2018-12-17,4.99375,25.10625,48.875,94.33125,0.34,7.113333333
2018-12-18,8.03125,18.89375,89.9875,97.7875,1.5,8.926666667
2018-12-19,0.0,21.85,81.54375,96.39375,0.586666667,9.46
2018-12-20,0.0,27.15625,65.08125,94.3625,0.0,5.88
2018-12-21,0.0,28.01875,57.275,95.9,0.0,5.0
2018-12-22,0.0,29.59375,47.5,96.75,0.0,5.213333333
2018-12-23,0.0,29.61875,50.0125,95.73125,0.0,5.02
2018-12-24,0.0,30.13125,50.81875,96.9375,0.0,4.3
2018-12-25,0.0,29.73125,47.5625,95.5,0.0,5.086666667
2018-12-26,0.0,31.225,36.25,93.75625,0.0,5.92
2018-12-27,0.0,30.6625,56.24375,96.10625,0.526666667,8.973333333
2018-12-28,0.0,28.8875,62.2875,94.5875,0.0,5.393333333
2018-12-29,0.0,27.65,29.2375,77.8,0.0,7.746666667
2018-12-30,0.0,27.76875,32.375,82.46875,0.0,5.813333333
2018-12-31,0.0,28.0125,29.9125,85.3375,0.0,5.053333333
2019-01-01,0.0,28.445,24.27,85.535,0.0,5.95
2019-01-02,0.0,29.91,43.135,96.625,0.0,8.51
2019-01-03,0.055,32.47,37.625,92.615,0.0,8.005
2019-01-04,0.0,41.3,17.23,81.43,0.24,9.085
2019-01-05,0.0,41.38,22.845,75.135,0.225,9.735
2019-01-06,0.015,41.49,26.89,73.345,0.68,12.68
2019-01-07,11.825,30.115,74.49,97.03,0.015,13.74
2019-01-08,5.48,33.34,65.395,95.74,0.265,12.025
2019-01-09,74.59,32.33,77.32,98.635,0.035,10.395
2019-01-10,1.96,31.685,79.7,98.38,0.0,6.875
2019-01-11,2.355,30.9,80.985,98.46,0.0,5.28
2019-01-12,0.0,32.75,52.17,97.715,0.0,4.99
2019-01-13,0.0,29.47,51.62,95.59,0.035,9.07
2019-01-14,0.0,30.55,45.205,95.44,0.0,9.04
2019-01-15,0.0,31.425,42.51,95.24,0.0,7.32
2019-01-16,0.0,30.64,42.745,95.015,0.0,6.795
2019-01-17,0.0,30.855,27.41,89.375,0.0,5.575
2019-01-18,0.0,30.47,38.53,95.12,0.0,6.915
2019-01-19,0.0,31.35,37.865,96.355,0.0,6.445
2019-01-20,0.0,31.095,36.235,93.66,0.0,6.835
2019-01-21,0.0,31.965,25.745,95.53,0.0,6.355
2019-01-22,0.0,31.535,35.255,96.895,0.295,7.395
2019-01-23,0.0,30.81,40.705,95.67,0.38,10.925
2019-01-24,0.0,30.63,46.2,94.625,0.0,8.955
2019-01-25,0.0,30.415,51.675,92.9,0.295,9.16
2019-01-26,0.0,29.485,56.59,90.44,1.095,11.16
2019-01-27,16.855,28.585,62.95,96.02,0.475,10.52
2019-01-28,4.325,22.58,88.07,97.285,0.35,7.83
2019-01-29,0.0,24.825,73.835,95.96,0.015,7.93
2019-01-30,0.0,26.24,35.885,89.325,0.105,9.91
2019-01-31,0.0,27.995,32.215,90.275,0.0,7.265
2019-02-01,0.0,30.2,19.88,87.095,0.0,7.015
2019-02-02,0.0,30.96,38.7,96.61,0.0,7.58
2019-02-03,0.0,33.995,44.22,93.395,0.015,9.115
2019-02-04,0.0,39.66,25.54,89.915,0.625,10.49
2019-02-05,0.0,40.735,28.125,60.52,0.005,10.905
2019-02-06,0.0,37.515,36.105,73.36,0.0,11.78
2019-02-07,10.42,30.355,77.075,96.23,0.01,11.435
2019-02-08,69.45,31.35,75.15,98.185,0.085,11.96
2019-02-09,24.12,31.385,79.735,98.645,0.205,9.745
2019-02-10,12.96,34.12,72.13,98.08,0.12,8.845
2019-02-11,0.365,33.67,64.855,98.47,0.0,5.495
2019-02-12,0.0,31.66,58.005,96.645,0.0,4.48
2019-02-13,0.0,32.42,46.975,93.105,0.0,7.525
2019-02-14,0.0,34.04,30.13,94.565,0.005,7.98
2019-02-15,0.0,33.535,33.76,92.64,0.47,7.5
2019-02-16,0.0,33.84,36.86,92.31,0.365,11.415
2019-02-17,0.0,33.975,46.11,92.67,0.115,9.19
2019-02-18,0.0,33.68,48.455,95.14,0.0,6.97
2019-02-19,0.0,34.39,36.32,94.98,0.0,7.555
2019-02-20,0.0,34.49,48.465,92.135,1.025,9.32
2019-02-21,0.0,34.045,45.585,93.67,0.235,10.285
2019-02-22,0.0,35.07,34.8,89.775,0.035,7.47
2019-02-23,0.0,37.235,27.905,80.0,0.0,6.945
2019-02-24,0.0,37.18,26.435,68.61,0.0,4.98
2019-02-25,0.0,37.23,23.32,72.68,0.385,10.255
2019-02-26,0.0,36.925,20.16,92.445,0.01,9.125
2019-02-27,0.0,33.985,39.03,93.24,0.045,9.28
2019-02-28,2.05,32.75,49.47,95.525,0.005,7.44
2019-03-01,0.0,31.3,25.85,90.67,0.0,5.79
2019-03-02,0.0,30.9,42.535,96.12,0.0,6.97
2019-03-03,0.0,32.97,47.795,92.53,0.78,11.525
2019-03-04,0.0,38.78,21.07,90.595,1.26,10.985
2019-03-05,0.0,42.05,13.23,53.225,0.0,12.365
2019-03-06,0.275,43.3,25.34,63.635,0.98,14.865
2019-03-07,11.605,30.875,77.46,97.4,0.36,11.555
2019-03-08,46.11,25.88,91.995,98.445,1.055,11.715
2019-03-09,3.105,28.63,83.695,97.715,0.0,8.205
2019-03-10,0.39,33.855,74.91,98.625,0.0,5.55
2019-03-11,17.85,33.5,69.91,98.93,0.0,7.885
2019-03-12,4.335,27.09,81.195,98.36,0.02,8.43
2019-03-13,0.0,36.64,32.42,91.285,0.535,8.49
2019-03-14,0.0,36.935,21.205,79.515,0.595,10.57
2019-03-15,0.0,37.765,18.78,65.02,0.455,9.63
2019-03-16,0.0,37.56,18.09,69.735,0.24,12.145
2019-03-17,0.0,36.515,23.595,92.225,1.255,11.06
2019-03-18,0.0,36.04,30.905,88.85,0.94,11.955
2019-03-19,0.0,33.67,37.335,85.24,1.32,12.39
2019-03-20,0.0,36.375,38.245,88.07,0.62,11.145
2019-03-21,0.0,35.12,41.865,88.47,1.02,13.22
2019-03-22,0.0,35.88,31.555,89.285,1.625,13.145
2019-03-23,0.0,36.625,38.495,87.73,0.3,9.6
2019-03-24,0.0,37.61,31.83,84.145,0.09,7.25
2019-03-25,0.0,38.145,29.5,89.06,0.005,7.405
2019-03-26,0.0,37.905,28.685,89.33,0.01,9.165
2019-03-27,0.0,37.425,30.285,85.64,0.515,9.5
2019-03-28,0.0,38.2,26.175,85.32,0.165,8.795
2019-03-29,0.0,38.93,23.865,88.095,0.0,7.94
2019-03-30,0.0,39.03,22.915,90.48,0.075,9.18
2019-03-31,0.0,38.985,28.955,91.955,0.21,9.83
2019-04-01,0.0,31.565,30.79,93.565,0.0,6.445
2019-04-02,0.0,32.14,40.595,91.01,0.0,6.305
2019-04-03,0.0,33.925,46.385,92.445,1.11,10.395
2019-04-04,0.0,37.65,33.465,90.425,0.925,11.29
2019-04-05,0.0,39.7,14.61,34.795,0.0,10.265
2019-04-06,0.015,41.375,31.25,63.61,0.65,15.48
2019-04-07,1.85,32.16,69.505,90.965,0.025,14.03
2019-04-08,3.05,29.275,83.89,96.225,0.84,11.055
2019-04-09,2.98,29.235,85.125,97.25,0.305,7.58
2019-04-10,3.575,34.31,68.48,98.27,0.005,6.34
2019-04-11,0.22,32.66,71.67,98.575,0.0,4.32
2019-04-12,0.0,31.2,60.79,97.785,0.01,4.235
2019-04-13,6.35,40.935,21.46,80.29,0.255,13.59
2019-04-14,0.0,40.215,20.03,78.12,0.04,8.795
2019-04-15,0.0,41.035,19.93,81.01,0.295,9.145
2019-04-16,0.0,40.89,17.29,62.3,0.105,8.86
2019-04-17,0.0,39.92,15.86,72.26,0.19,9.5
2019-04-18,0.37,38.52,26.34,85.015,0.04,10.26
2019-04-19,5.635,38.55,34.66,92.335,0.24,13.56
2019-04-20,5.425,38.29,34.63,90.785,0.105,13.11
2019-04-21,1.555,37.98,39.245,91.785,0.335,16.46
2019-04-22,2.065,38.315,34.67,78.025,0.07,11.735
2019-04-23,1.095,38.42,24.19,75.01,0.05,9.58
2019-04-24,0.055,39.66,22.875,71.96,0.1,10.93
2019-04-25,0.0,40.195,21.8,74.52,0.155,9.395
2019-04-26,0.0,41.225,20.165,70.655,0.005,7.99
2019-04-27,0.0,41.575,21.52,75.09,0.15,8.81
2019-04-28,0.0,42.22,18.32,79.95,0.18,10.22
2019-04-29,0.0,41.13,22.775,82.725,1.345,10.205
2019-04-30,0.0,41.89,22.06,75.38,0.86,10.38
2019-05-01,0.0,31.29,33.705,94.175,0.0,6.805
2019-05-02,0.0,32.415,34.44,93.86,0.0,7.07
2019-05-03,0.0,36.3,40.78,90.685,0.17,10.89
2019-05-04,0.0,37.28,33.89,76.925,0.28,12.1
2019-05-05,0.0,42.14,11.895,35.24,0.0,10.995
2019-05-06,0.015,40.56,29.7,71.15,0.3,9.725
2019-05-07,0.295,35.11,53.225,82.595,0.57,14.06
2019-05-08,0.89,30.77,79.6,95.975,0.89,11.735
2019-05-09,3.405,31.355,81.15,97.605,0.16,9.37
2019-05-10,0.0,34.045,66.395,98.215,0.0,4.775
2019-05-11,0.02,33.11,61.47,98.43,0.025,5.605
2019-05-12,0.0,30.535,54.95,97.26,0.0,6.31
2019-05-13,0.01,38.505,25.365,82.32,0.455,9.56
2019-05-14,3.14,41.635,25.03,80.505,0.14,12.26
2019-05-15,0.1,40.48,26.61,83.5,0.01,10.91
2019-05-16,1.48,39.835,33.85,78.75,0.3,11.615
2019-05-17,0.0,41.81,22.92,77.42,0.185,11.02
2019-05-18,0.0,41.405,23.795,74.36,0.105,10.105
2019-05-19,0.0,42.94,15.725,75.35,0.0,10.27
2019-05-20,0.72,43.05,20.27,74.19,0.06,11.755
2019-05-21,0.0,42.18,20.315,74.725,0.455,10.035
2019-05-22,0.0,41.75,24.41,73.25,0.7,11.815
2019-05-23,0.0,42.13,23.345,71.285,0.785,11.52
2019-05-24,0.0,41.245,27.875,72.6,1.41,12.71
2019-05-25,0.0,42.475,24.005,70.985,0.315,11.615
2019-05-26,0.0,43.3,22.85,71.69,0.085,9.74
2019-05-27,0.065,44.685,16.4,70.44,0.19,10.905
2019-05-28,0.0,44.665,15.63,74.92,0.705,13.63
2019-05-29,0.0,43.725,21.135,73.07,0.285,12.015
2019-05-30,0.0,42.875,25.705,63.485,0.35,15.035
2019-05-31,0.2,38.52,38.345,81.63,0.33,12.775
2019-06-01,0.0,30.715,39.605,95.535,0.0,7.045
2019-06-02,0.0,32.66,35.45,93.495,0.0,6.57
2019-06-03,0.0,34.74,34.315,84.21,0.0,8.05
2019-06-04,0.0,38.36,24.03,88.085,0.005,7.705
2019-06-05,0.0,42.45,10.135,40.42,0.0,12.405
2019-06-06,0.0,43.18,26.045,65.3,0.29,13.11
2019-06-07,5.365,32.375,64.05,96.0,0.145,14.48
2019-06-08,12.845,32.25,76.48,98.165,0.735,10.485
2019-06-09,3.445,32.955,75.025,97.28,0.005,9.825
2019-06-10,0.235,34.415,65.435,98.155,0.19,4.64
2019-06-11,0.0,33.035,63.66,98.59,0.0,6.125
2019-06-12,0.0,30.27,52.895,96.8,0.0,4.6
2019-06-13,0.0,41.555,27.885,57.75,2.07,14.82
2019-06-14,0.0,40.65,28.805,56.135,2.145,14.465
2019-06-15,0.0,40.21,30.975,52.455,1.52,12.41
2019-06-16,0.0,40.75,24.87,49.935,0.545,14.74
2019-06-17,0.0,40.205,26.22,53.195,0.215,15.33
2019-06-18,0.715,37.35,37.655,75.005,0.065,15.1
2019-06-19,0.005,39.105,29.78,52.71,0.27,12.905
2019-06-20,0.14,40.565,27.835,60.255,0.195,12.745
2019-06-21,38.13,38.64,38.72,96.255,0.01,15.615
2019-06-22,0.025,34.205,63.96,91.885,0.02,8.57
2019-06-23,7.26,34.19,58.54,92.33,0.005,11.59
2019-06-24,3.47,32.05,74.6,96.805,0.075,6.7
2019-06-25,0.55,37.38,43.86,88.055,0.7,9.92
2019-06-26,0.09,37.65,43.425,85.765,0.385,9.835
2019-06-27,4.905,37.67,47.09,85.225,0.14,10.685
2019-06-28,2.09,37.86,42.835,81.215,0.005,12.68
2019-06-29,0.11,35.545,51.655,84.45,0.12,13.26
2019-06-30,22.545,32.45,61.785,97.115,0.16,13.01
2019-07-01,0.0,29.54,48.995,95.75,0.0,8.815
2019-07-02,0.0,31.975,40.78,91.98,0.205,8.1
2019-07-03,0.0,34.65,22.285,76.665,0.05,8.895
2019-07-04,0.0,40.21,21.54,74.71,0.005,13.72
2019-07-05,0.0,42.425,11.305,69.04,0.0,9.795
2019-07-06,0.025,41.605,30.4,65.895,0.6,15.865
2019-07-07,0.065,33.13,61.64,84.375,0.315,13.915
2019-07-08,48.91,26.86,92.755,98.935,0.31,10.34
2019-07-09,1.26,29.185,81.965,95.25,0.21,9.085
2019-07-10,13.66,34.085,68.515,99.115,0.0,8.19
2019-07-11,0.0,32.955,61.095,98.405,0.0,5.735
2019-07-12,0.0,29.845,54.71,97.945,0.0,5.755
2019-07-13,0.51,35.465,54.11,89.125,0.005,10.225
2019-07-14,2.945,35.775,54.115,94.455,0.01,10.6
2019-07-15,0.05,35.83,51.475,89.73,0.0,11.445
2019-07-16,0.05,36.355,47.54,89.08,0.095,12.185
2019-07-17,0.015,36.825,44.715,81.57,0.0,12.775
2019-07-18,0.0,37.6,42.58,76.94,0.0,12.32
2019-07-19,5.105,37.635,44.045,92.52,0.0,14.075
2019-07-20,19.605,35.94,51.95,96.37,0.0,8.675
2019-07-21,6.395,32.85,74.0,97.53,0.03,10.545
2019-07-22,0.98,36.0,55.42,95.1,0.59,10.975
2019-07-23,0.205,36.14,57.205,95.17,0.42,9.13
2019-07-24,1.755,36.17,55.04,91.13,0.22,7.3
2019-07-25,0.195,36.475,51.745,78.895,0.205,8.49
2019-07-26,32.11,34.56,58.745,98.06,0.04,11.09
2019-07-27,19.49,27.545,86.065,98.17,0.08,12.59
2019-07-28,29.19,29.32,82.305,98.23,0.015,9.71
2019-07-29,36.305,27.6,85.76,98.035,0.22,9.35
2019-07-30,16.905,27.085,88.405,97.965,0.47,8.365
2019-07-31,0.16,30.485,77.65,94.87,0.225,11.915
2019-08-01,0.0,30.31,44.14,93.5,0.075,6.59
2019-08-02,0.0,31.77,40.86,90.17,0.87,11.735
2019-08-03,0.0,35.51,26.845,87.5,0.0,7.61
2019-08-04,0.415,40.185,25.435,88.935,0.425,13.435
2019-08-05,0.0,42.805,13.415,69.53,0.09,7.935
2019-08-06,6.72,40.755,28.015,85.555,0.27,13.085
2019-08-07,13.75,35.41,50.435,96.95,0.08,15.95
2019-08-08,22.335,27.21,91.785,98.6,0.325,9.01
2019-08-09,1.2,30.3,81.96,95.36,0.115,8.34
2019-08-10,0.115,33.94,69.64,98.355,0.025,3.76
2019-08-11,0.005,32.92,57.085,98.6,0.0,5.17
2019-08-12,0.0,30.24,50.69,98.015,0.0,4.265
2019-08-13,0.9,32.9,70.185,96.08,0.09,10.385
2019-08-14,0.285,30.695,76.04,96.55,0.0,10.275
2019-08-15,0.405,32.5,76.445,97.25,0.0,7.455
2019-08-16,0.015,33.815,68.025,96.79,0.075,6.86
2019-08-17,0.01,34.52,64.83,96.145,0.0,7.875
2019-08-18,0.045,33.775,65.01,96.315,0.0,8.845
2019-08-19,21.785,29.475,86.045,98.96,0.0,7.155
2019-08-20,9.045,33.87,74.97,98.845,0.045,6.795
2019-08-21,4.45,32.13,80.645,98.305,0.0,8.905
2019-08-22,2.51,33.495,77.33,97.37,0.0,12.765
2019-08-23,17.105,32.265,77.82,98.5,0.0,12.17
2019-08-24,5.2,28.49,85.75,97.565,0.24,10.465
2019-08-25,1.03,33.135,70.89,96.72,0.22,9.075
2019-08-26,1.125,33.135,69.52,97.67,0.155,10.435
2019-08-27,0.49,33.615,69.835,96.88,0.005,8.625
2019-08-28,0.01,34.23,55.745,93.77,0.0,8.695
2019-08-29,0.015,34.73,56.81,96.585,0.0,7.59
2019-08-30,4.44,35.205,59.32,95.565,0.08,7.165
2019-08-31,13.14,34.22,70.465,98.565,0.03,9.79
2019-09-01,0.0,29.195,31.73,84.26,0.0,7.49
2019-09-02,0.0,29.935,52.295,94.98,0.0,8.61
2019-09-03,0.0,36.445,27.41,92.93,0.005,7.89
2019-09-04,0.0,38.63,25.36,90.22,1.205,11.39
2019-09-05,0.0,42.095,15.27,55.18,0.0,10.44
2019-09-06,0.0,38.575,34.765,74.56,0.435,9.36
2019-09-07,12.755,35.54,54.435,97.2,0.155,14.595
2019-09-08,11.605,30.795,79.42,97.66,0.33,11.555
2019-09-09,8.865,32.265,77.745,98.61,0.0,9.75
2019-09-10,0.655,33.255,74.235,98.86,0.0,5.045
2019-09-11,0.0,32.125,60.09,98.11,0.015,6.63
2019-09-12,0.0,30.785,55.995,97.925,0.01,4.75
2019-09-13,0.175,29.45,81.13,97.315,0.0,8.325
2019-09-14,1.295,32.74,74.765,97.705,0.045,7.285
2019-09-15,8.5,34.215,65.975,98.51,0.0,8.38
2019-09-16,3.33,32.765,76.11,98.445,0.0,7.56
2019-09-17,2.415,32.61,78.005,98.36,0.0,7.65
2019-09-18,13.715,33.605,77.705,98.86,0.0,11.035
2019-09-19,10.23,32.415,78.78,99.03,0.0,7.59
2019-09-20,6.63,33.29,77.64,98.79,0.0,8.32
2019-09-21,10.73,33.715,72.39,98.865,0.0,6.05
2019-09-22,6.8,33.66,74.77,94.085,0.14,7.66
2019-09-23,6.85,34.24,72.88,98.64,0.0,6.565
2019-09-24,4.37,34.075,74.35,98.525,0.0,7.39
2019-09-25,13.44,32.45,78.81,99.06,0.0,6.205
2019-09-26,5.865,31.55,83.49,98.415,0.76,9.565
2019-09-27,6.565,29.08,86.365,97.68,0.38,10.54
2019-09-28,0.425,32.265,77.455,98.285,0.005,7.815
2019-09-29,0.04,32.74,76.945,97.89,0.015,8.34
2019-09-30,6.42,33.83,73.62,98.235,0.0,9.895
2019-10-01,0.0,30.465,20.095,88.29,0.0,7.52
2019-10-02,0.0,28.485,27.84,59.345,0.475,11.2
2019-10-03,0.0,35.845,39.765,92.26,0.515,10.675
2019-10-04,0.0,38.33,36.96,87.04,0.925,11.49
2019-10-05,0.0,42.9,10.56,54.645,0.0,10.525
2019-10-06,0.0,42.0,27.08,62.085,0.63,8.865
2019-10-07,5.76,34.02,62.24,97.105,0.0,10.525
2019-10-08,0.0,32.47,73.79,93.905,0.2,11.01
2019-10-09,4.815,32.96,73.13,97.48,0.07,9.24
2019-10-10,3.13,33.88,68.535,98.675,0.0,6.42
2019-10-11,0.0,31.725,53.44,96.07,0.0,7.485
2019-10-12,0.0,31.18,52.16,97.425,0.0,5.045
2019-10-13,0.0,33.81,67.34,98.995,0.0,4.89
2019-10-14,0.075,33.97,71.945,98.605,0.0,6.015
2019-10-15,0.305,33.22,75.44,98.605,0.0,5.885
2019-10-16,6.785,32.785,72.855,98.14,0.005,5.155
2019-10-17,4.915,30.565,81.61,98.94,0.23,6.455
2019-10-18,11.605,33.57,66.75,98.855,0.23,8.435
2019-10-19,59.275,33.44,69.8,98.865,0.215,8.55
2019-10-20,13.16,32.16,76.855,98.94,0.22,7.34
2019-10-21,16.125,32.825,73.35,98.49,0.205,7.16
2019-10-22,0.92,32.58,69.905,98.535,0.0,4.995
2019-10-23,6.285,31.43,80.585,97.88,0.0,5.31
2019-10-24,7.94,31.51,77.77,98.615,0.0,7.78
2019-10-25,28.48,32.35,77.7,98.67,0.0,7.25
2019-10-26,2.87,32.77,70.2,98.65,0.0,5.795
2019-10-27,0.0,33.48,68.83,98.57,0.07,7.105
2019-10-28,0.005,33.415,67.745,98.595,0.0,6.355
2019-10-29,11.59,33.73,68.5,98.27,0.0,6.485
2019-10-30,2.64,32.585,77.01,98.745,0.0,6.83
2019-10-31,12.475,32.03,78.365,98.635,0.0,8.5
2019-11-01,0.0,30.78,30.255,92.415,0.0,6.785
2019-11-02,0.0,31.385,32.99,79.76,0.01,7.115
2019-11-03,0.0,36.475,36.745,91.625,0.74,10.145
2019-11-04,0.0,39.67,25.915,87.05,0.06,11.025
2019-11-05,0.0,43.205,14.075,59.22,0.105,11.22
2019-11-06,0.0,41.255,29.96,73.555,1.095,12.065
2019-11-07,1.22,35.17,55.155,89.895,0.045,12.175
2019-11-08,0.005,33.72,69.61,93.19,0.0,8.795
2019-11-09,0.775,33.665,68.51,96.355,0.145,8.725
2019-11-10,12.425,33.175,73.705,98.665,0.0,6.73
2019-11-11,0.0,31.81,56.46,97.58,0.02,7.475
2019-11-12,0.0,31.7,50.685,97.59,0.0,5.28
2019-11-13,0.0,31.99,48.91,98.17,0.0,6.995
2019-11-14,0.0,31.84,53.495,98.22,0.0,4.34
2019-11-15,0.0,31.445,55.84,98.115,0.0,4.29
2019-11-16,0.0,32.44,53.22,97.875,-0.045,3.11
2019-11-17,0.0,32.89,51.88,97.63,0.015,4.685
2019-11-18,0.0,32.24,54.18,95.305,0.1,6.325
2019-11-19,0.0,32.23,51.065,97.99,0.0,5.675
2019-11-20,0.0,33.035,52.185,98.635,0.01,4.4
2019-11-21,0.0,32.175,55.275,98.42,0.0,5.12
2019-11-22,0.0,31.57,56.47,98.52,0.0,5.255
2019-11-23,0.0,32.54,49.815,98.48,0.0,4.815
2019-11-24,0.0,31.75,48.12,98.23,0.045,5.01
2019-11-25,0.0,30.965,53.175,98.085,0.0,5.14
2019-11-26,0.0,31.615,53.75,98.635,0.0,6.635
2019-11-27,0.0,31.385,52.985,98.245,0.01,5.985
2019-11-28,0.0,31.42,47.945,97.765,0.0,4.685
2019-11-29,0.0,31.375,56.77,98.065,0.0,5.68
2019-11-30,0.0,32.165,54.88,98.12,0.0,5.705
2019-12-01,0.0,30.01,46.955,96.14,0.0,8.12
2019-12-02,0.0,32.21,48.925,94.145,0.0,9.68
2019-12-03,0.0,36.505,34.125,86.005,0.53,11.11
2019-12-04,0.0,42.035,15.21,76.95,0.105,9.69
2019-12-05,1.125,40.585,29.0,64.745,0.095,14.36
2019-12-06,0.0,41.29,27.085,57.155,0.67,11.285
2019-12-07,8.51,35.3,54.87,94.885,0.025,11.9
2019-12-08,0.845,33.615,67.09,94.4,0.01,11.295
2019-12-09,3.3,33.59,66.275,97.02,0.08,9.495
2019-12-10,21.4,33.825,67.655,98.395,0.04,7.33
2019-12-11,0.0,32.765,56.14,97.655,0.03,5.275
2019-12-12,0.0,31.395,46.51,97.695,0.0,5.275
2019-12-13,0.0,31.01,45.045,96.545,0.025,8.35
2019-12-14,0.0,30.73,52.66,96.76,0.0,8.49
2019-12-15,0.0,31.84,52.4,97.625,0.0,7.065
2019-12-16,0.0,31.04,46.545,97.125,0.0,8.925
2019-12-17,0.0,31.195,44.86,97.275,0.0,5.75
2019-12-18,0.0,30.625,52.855,98.37,0.005,5.28
2019-12-19,0.0,30.175,55.355,97.97,0.0,3.75
2019-12-20,0.0,30.32,50.475,97.935,0.005,3.88
2019-12-21,0.0,30.15,44.995,96.79,0.0,4.62
2019-12-22,0.0,30.55,49.415,97.22,0.0,4.995
2019-12-23,0.0,30.595,46.78,97.785,0.0,8.145
2019-12-24,0.0,28.625,56.72,97.07,0.0,7.45
2019-12-25,0.0,30.09,46.705,96.06,0.015,8.89
2019-12-26,0.0,30.445,50.205,95.15,0.0,9.07
2019-12-27,0.0,28.745,63.23,96.03,0.0,8.415
2019-12-28,0.0,29.245,62.37,91.15,0.095,6.7
2019-12-29,0.0,28.145,49.06,81.91,0.015,6.77
2019-12-30,0.0,28.19,42.79,92.79,0.015,4.545
2019-12-31,0.0,29.01,51.815,93.645,0.0,8.53
2020-01-01,0.0,27.32840909,63.05880682,95.35852273,0.0,9.892045455
2020-01-02,0.0,30.86534091,55.87386364,93.87215909,0.0,6.478977273
2020-01-03,0.0,32.95454545,47.19971591,95.89630682,0.0,10.55738636
2020-01-04,0.0,38.07443182,35.60028409,77.10369318,0.5698443896907136,6.586931818
2020-01-05,1.482670455,39.21846591,31.14261364,80.73295455,0.5698443896907136,11.37443182
2020-01-06,0.694034091,37.86960227,46.62443182,85.12755682,0.561647727,17.36278409
2020-01-07,5.843465909,36.52073864,58.52670455,97.47088068,0.0,9.442329545
2020-01-08,0.668465909,35.18892045,65.20568182,96.83423295,0.0,7.830113636
2020-01-09,0.00625,35.14715909,62.503125,96.43607955,0.16875,8.558806818
2020-01-10,2.284090909,32.97556818,76.81732955,96.62840909,8.486647727,0.113920455
2020-01-11,0.0,32.10539773,48.81534091,93.37017045,7.682102273,0.115625
2020-01-12,0.0,32.48352273,49.75880682,97.80539773,6.182102273,0.0
2020-01-13,0.0,29.21363636,35.26590909,91.57386364,0.0,6.3
2020-01-14,0.0,30.77073864,33.13465909,93.99715909,0.0,5.55
2020-01-15,0.0,30.51079545,53.45454545,97.77982955,0.0,8.141193182
2020-01-16,0.0,30.16818182,47.72102273,98.13096591,0.0,9.600852273
2020-01-17,0.0,29.93409091,50.89715909,96.36051136,0.0,10.15255682
2020-01-18,0.0,30.29772727,51.42443182,96.00625,0.0,10.37073864
2020-01-19,0.0,30.82443182,54.11193182,96.41022727,0.0,10.57301136
2020-01-20,0.0,30.95340909,53.16846591,97.221875,0.0,9.007670455
2020-01-21,0.0,30.91022727,55.47357955,97.41704545,0.0,6.399431818
2020-01-22,0.0,30.840625,53.934375,95.31505682,0.0,10.23892045
2020-01-23,0.0,31.82670455,48.32869318,95.11363636,0.0,9.896022727
2020-01-24,0.0,31.90454545,44.14829545,96.04261364,0.0,7.670454545
2020-01-25,0.0,32.19261364,44.69460227,95.97698864,0.0,5.247443182
2020-01-26,0.0,32.74772727,38.35454545,95.96647727,0.0,5.014772727
2020-01-27,0.0,32.57585227,42.89914773,95.19318182,0.0,5.611647727
2020-01-28,0.0,34.21505682,34.28948864,95.05340909,0.0,10.13267045
2020-01-29,0.0,32.62897727,44.59176136,94.33806818,0.0,12.47414773
2020-01-30,0.0,31.68323864,56.91505682,95.76505682,0.0,9.483238636
2020-01-31,0.0,29.78522727,57.84715909,90.096875,0.0,6.684943182
2020-02-01,0.025,30.27244318,58.71164773,96.43636364,0.0,10.34375
2020-02-02,0.0,31.49971591,54.26193182,91.85284091,0.0,11.49375
2020-02-03,0.009375,33.11903409,44.21761364,93.3125,0.0,11.47244318
2020-02-04,0.0,38.35596591,31.57528409,77.65454545,0.5698443896907136,6.571022727
